ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
220716_at	1.61e-04	2.39e-05	11.2510072	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
209222_s_at	1.61e-04	2.39e-05	11.2492922	OSBPL2	oxysterol binding protein like 2
219537_x_at	1.61e-04	2.39e-05	11.248303	DLL3	delta like canonical Notch ligand 3
205214_at	1.61e-04	2.40e-05	11.247129	STK17B	serine/threonine kinase 17b
205366_s_at	1.62e-04	2.40e-05	11.2436484	HOXB6	homeobox B6
209890_at	1.62e-04	2.41e-05	11.2432597	TSPAN5	tetraspanin 5
220373_at	1.62e-04	2.41e-05	11.2430284	DCHS2	dachsous cadherin-related 2
215995_x_at	1.62e-04	2.41e-05	11.2413614		
209248_at	1.62e-04	2.42e-05	11.2375719	GHITM	growth hormone inducible transmembrane protein
204603_at	1.62e-04	2.42e-05	11.2373496	EXO1	exonuclease 1
212028_at	1.63e-04	2.42e-05	11.2367511	RBM25	RNA binding motif protein 25
200866_s_at	1.63e-04	2.42e-05	11.2363262	PSAP	prosaposin
210760_x_at	1.63e-04	2.42e-05	11.23556	TRIP11	thyroid hormone receptor interactor 11
216291_at	1.63e-04	2.42e-05	11.2354532	ZNF440	zinc finger protein 440
203412_at	1.63e-04	2.43e-05	11.2328607	LZTR1	leucine zipper like transcription regulator 1
45297_at	1.63e-04	2.43e-05	11.2323785	EHD2	EH domain containing 2
218117_at	1.63e-04	2.43e-05	11.2317605	RBX1	ring-box 1
220313_at	1.63e-04	2.43e-05	11.2301559	GPR88	G protein-coupled receptor 88
216171_at	1.63e-04	2.43e-05	11.2298928		
220939_s_at	1.64e-04	2.45e-05	11.2239802	DPP8	dipeptidyl peptidase 8
220929_at	1.64e-04	2.45e-05	11.222849	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8
213707_s_at	1.65e-04	2.47e-05	11.2157392	DLX5	distal-less homeobox 5
213138_at	1.65e-04	2.47e-05	11.2148567	ARID5A	AT-rich interaction domain 5A
201251_at	1.65e-04	2.47e-05	11.2148298	PKM	pyruvate kinase, muscle
203316_s_at	1.65e-04	2.47e-05	11.2146331	SNRPE	small nuclear ribonucleoprotein polypeptide E
210796_x_at	1.65e-04	2.47e-05	11.2145568	SIGLEC6	sialic acid binding Ig like lectin 6
37278_at	1.65e-04	2.47e-05	11.2135418	TAZ	tafazzin
218851_s_at	1.65e-04	2.47e-05	11.2133151	SFT2D3///WDR33	SFT2 domain containing 3///WD repeat domain 33
204763_s_at	1.65e-04	2.47e-05	11.2118438	GNAO1	G protein subunit alpha o1
210635_s_at	1.65e-04	2.48e-05	11.2111663	KLHL20	kelch like family member 20
201264_at	1.65e-04	2.48e-05	11.210363	COPE	coatomer protein complex subunit epsilon
213494_s_at	1.66e-04	2.48e-05	11.2091513	YY1	YY1 transcription factor
209757_s_at	1.66e-04	2.49e-05	11.2064647	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
219334_s_at	1.66e-04	2.49e-05	11.2061959	NABP1	nucleic acid binding protein 1
201404_x_at	1.66e-04	2.49e-05	11.2055051	PSMB2	proteasome subunit beta 2
202268_s_at	1.66e-04	2.49e-05	11.2048735	NAE1	NEDD8 activating enzyme E1 subunit 1
221179_at	1.66e-04	2.49e-05	11.2045947	PRORY	proline rich, Y-linked
203498_at	1.66e-04	2.49e-05	11.2045633	RCAN2	regulator of calcineurin 2
205975_s_at	1.66e-04	2.49e-05	11.2035312	HOXD1	homeobox D1
220333_at	1.66e-04	2.49e-05	11.2029568	PAQR5	progestin and adipoQ receptor family member 5
211933_s_at	1.66e-04	2.49e-05	11.2029187	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
208857_s_at	1.66e-04	2.50e-05	11.2018373	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
201630_s_at	1.66e-04	2.50e-05	11.200913	ACP1	acid phosphatase 1, soluble
207254_at	1.66e-04	2.50e-05	11.200809	SLC15A1	solute carrier family 15 member 1
205676_at	1.66e-04	2.50e-05	11.1997325	CYP27B1	cytochrome P450 family 27 subfamily B member 1
216942_s_at	1.66e-04	2.50e-05	11.1993856	CD58	CD58 molecule
220641_at	1.67e-04	2.51e-05	11.1972561	NOX5	NADPH oxidase, EF-hand calcium binding domain 5
221357_at	1.67e-04	2.51e-05	11.1961325	CHRM4	cholinergic receptor muscarinic 4
222207_x_at	1.67e-04	2.51e-05	11.1960104		
208687_x_at	1.67e-04	2.51e-05	11.1947317	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8
221072_at	1.67e-04	2.52e-05	11.193668	GSN-AS1	GSN antisense RNA 1
220600_at	1.67e-04	2.52e-05	11.1925708	ELP6	elongator acetyltransferase complex subunit 6
208139_s_at	1.67e-04	2.52e-05	11.1900617		
211170_s_at	1.67e-04	2.52e-05	11.1899655	PDE10A	phosphodiesterase 10A
213631_x_at	1.67e-04	2.52e-05	11.1897361	DHODH	dihydroorotate dehydrogenase (quinone)
216935_at	1.67e-04	2.53e-05	11.1892647	LINC00302	long intergenic non-protein coding RNA 302
217115_at	1.68e-04	2.53e-05	11.1868844	MKRN7P	makorin ring finger protein 7, pseudogene
219730_at	1.68e-04	2.54e-05	11.1841899	LOC100996782///MED18	mediator of RNA polymerase II transcription subunit 18-like///mediator complex subunit 18
215377_at	1.68e-04	2.54e-05	11.1839406	CTBP2	C-terminal binding protein 2
220803_at	1.68e-04	2.54e-05	11.1808303	STAMBPL1	STAM binding protein like 1
212425_at	1.68e-04	2.54e-05	11.1806549	SCAMP1	secretory carrier membrane protein 1
222115_x_at	1.69e-04	2.56e-05	11.1749173	GLYR1	glyoxylate reductase 1 homolog
216366_x_at	1.70e-04	2.57e-05	11.1680475		
214618_at	1.70e-04	2.58e-05	11.1665695	CFLAR	CASP8 and FADD like apoptosis regulator
217510_at	1.71e-04	2.58e-05	11.1632548	CRX	cone-rod homeobox
220569_at	1.71e-04	2.59e-05	11.1626559		
215551_at	1.71e-04	2.59e-05	11.1613721	ESR1	estrogen receptor 1
213426_s_at	1.71e-04	2.60e-05	11.1584896	CAV2	caveolin 2
200768_s_at	1.72e-04	2.60e-05	11.1565542	MAT2A	methionine adenosyltransferase 2A
222021_x_at	1.72e-04	2.60e-05	11.155149	SDHAP2///SDHAP1	succinate dehydrogenase complex flavoprotein subunit A pseudogene 2///succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
217441_at	1.72e-04	2.61e-05	11.154091	USP33	ubiquitin specific peptidase 33
201740_at	1.72e-04	2.61e-05	11.153843	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
219438_at	1.72e-04	2.61e-05	11.1534385	NKAIN1	Na+/K+ transporting ATPase interacting 1
220599_s_at	1.72e-04	2.61e-05	11.1514323	CARD14	caspase recruitment domain family member 14
214326_x_at	1.72e-04	2.61e-05	11.1511073	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
215589_at	1.72e-04	2.61e-05	11.1506733		
217121_at	1.72e-04	2.62e-05	11.1485594	TNKS	tankyrase
221970_s_at	1.72e-04	2.62e-05	11.1481728	NOL11	nucleolar protein 11
220729_at	1.73e-04	2.63e-05	11.1430895		
210376_x_at	1.73e-04	2.63e-05	11.1428946	ELK1	ELK1, ETS transcription factor
204660_at	1.73e-04	2.63e-05	11.1428057	GFER	growth factor, augmenter of liver regeneration
200607_s_at	1.73e-04	2.64e-05	11.1407429	RAD21	RAD21 cohesin complex component
217729_s_at	1.74e-04	2.64e-05	11.1385267	AES	amino-terminal enhancer of split
219793_at	1.74e-04	2.65e-05	11.1344409	SNX16	sorting nexin 16
215195_at	1.74e-04	2.65e-05	11.1333664	PRKCA	protein kinase C alpha
205394_at	1.75e-04	2.66e-05	11.1295395	CHEK1	checkpoint kinase 1
217401_at	1.75e-04	2.66e-05	11.1294583		
200080_s_at	1.75e-04	2.67e-05	11.1275269	H3F3AP4///H3F3B///H3F3A	H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A
213103_at	1.75e-04	2.67e-05	11.1268648	STARD13	StAR related lipid transfer domain containing 13
205229_s_at	1.76e-04	2.69e-05	11.1197887	COCH	cochlin
210160_at	1.76e-04	2.69e-05	11.119494	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
213245_at	1.76e-04	2.69e-05	11.1177773	ADCY1	adenylate cyclase 1
219463_at	1.77e-04	2.70e-05	11.1163808	LAMP5	lysosomal associated membrane protein family member 5
216479_at	1.77e-04	2.70e-05	11.1162586	RPL21P28///SNORA27///SNORD102///RPL21	ribosomal protein L21 pseudogene 28///small nucleolar RNA, H/ACA box 27///small nucleolar RNA, C/D box 102///ribosomal protein L21
215687_x_at	1.77e-04	2.70e-05	11.1149485	PLCB1	phospholipase C beta 1
220904_at	1.77e-04	2.70e-05	11.1148534	LINC00574	long intergenic non-protein coding RNA 574
206726_at	1.77e-04	2.70e-05	11.1131683	HPGDS	hematopoietic prostaglandin D synthase
213201_s_at	1.77e-04	2.71e-05	11.1121259	TNNT1	troponin T1, slow skeletal type
220002_at	1.77e-04	2.71e-05	11.111619	KIF26B	kinesin family member 26B
216075_at	1.77e-04	2.71e-05	11.1115889		
216183_at	1.77e-04	2.71e-05	11.1102519	TGM2	transglutaminase 2
214927_at	1.77e-04	2.71e-05	11.1097088	ITGBL1	integrin subunit beta like 1
220506_at	1.77e-04	2.71e-05	11.108638	GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
214116_at	1.77e-04	2.72e-05	11.1082695	BTD	biotinidase
210637_at	1.78e-04	2.72e-05	11.1062051	TACR1	tachykinin receptor 1
220902_at	1.78e-04	2.72e-05	11.1052773		
210028_s_at	1.78e-04	2.73e-05	11.1039769	ORC3	origin recognition complex subunit 3
222035_s_at	1.78e-04	2.73e-05	11.1026106	PAPOLA	poly(A) polymerase alpha
211807_x_at	1.78e-04	2.73e-05	11.1009081	PCDHGB5	protocadherin gamma subfamily B, 5
205703_at	1.78e-04	2.73e-05	11.1003024	ATP6V0A2	ATPase H+ transporting V0 subunit a2
203527_s_at	1.78e-04	2.74e-05	11.0994487	APC	APC, WNT signaling pathway regulator
32540_at	1.79e-04	2.74e-05	11.0971944	PPP3CC	protein phosphatase 3 catalytic subunit gamma
221310_at	1.79e-04	2.74e-05	11.0961723	FGF14	fibroblast growth factor 14
203863_at	1.79e-04	2.75e-05	11.0956586	ACTN2	actinin alpha 2
36888_at	1.79e-04	2.75e-05	11.0946965	HAUS5	HAUS augmin like complex subunit 5
210890_x_at	1.79e-04	2.75e-05	11.093938	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
204558_at	1.79e-04	2.75e-05	11.0936315	RAD54L	RAD54-like (S. cerevisiae)
204267_x_at	1.79e-04	2.75e-05	11.0933653	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
203929_s_at	1.79e-04	2.75e-05	11.0927914	MAPT	microtubule associated protein tau
208954_s_at	1.79e-04	2.76e-05	11.0911897	LARP4B	La ribonucleoprotein domain family member 4B
208131_s_at	1.79e-04	2.76e-05	11.0898343	PTGIS	prostaglandin I2 (prostacyclin) synthase
201698_s_at	1.79e-04	2.76e-05	11.0897127	GATC///SRSF9	glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
203413_at	1.80e-04	2.77e-05	11.0869216	NELL2	neural EGFL like 2
204125_at	1.80e-04	2.77e-05	11.0868515	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1
207859_s_at	1.80e-04	2.77e-05	11.0843888	CHRNB3	cholinergic receptor nicotinic beta 3 subunit
220047_at	1.80e-04	2.78e-05	11.0834132	SIRT4	sirtuin 4
205753_at	1.80e-04	2.78e-05	11.0818704	CRP	C-reactive protein, pentraxin-related
205599_at	1.81e-04	2.79e-05	11.0787239	TRAF1	TNF receptor associated factor 1
217397_at	1.81e-04	2.79e-05	11.0771304	YME1L1	YME1 like 1 ATPase
210774_s_at	1.81e-04	2.79e-05	11.0766798	NCOA4	nuclear receptor coactivator 4
218934_s_at	1.81e-04	2.79e-05	11.0763028	HSPB7	heat shock protein family B (small) member 7
220066_at	1.81e-04	2.80e-05	11.0756182	NOD2	nucleotide binding oligomerization domain containing 2
221573_at	1.81e-04	2.80e-05	11.0755329	C7orf25///PSMA2	chromosome 7 open reading frame 25///proteasome subunit alpha 2
212395_s_at	1.81e-04	2.80e-05	11.0754661	EMC1	ER membrane protein complex subunit 1
213415_at	1.81e-04	2.80e-05	11.0743226	CLIC2	chloride intracellular channel 2
201241_at	1.81e-04	2.80e-05	11.0736612	DDX1	DEAD/H-box helicase 1
207251_at	1.81e-04	2.81e-05	11.0717575	MEP1B	meprin A subunit beta
208642_s_at	1.82e-04	2.81e-05	11.0702953	XRCC5	X-ray repair cross complementing 5
209855_s_at	1.82e-04	2.81e-05	11.0697195	KLK2	kallikrein related peptidase 2
207368_at	1.82e-04	2.81e-05	11.0695193	HTR1D	5-hydroxytryptamine receptor 1D
207277_at	1.82e-04	2.81e-05	11.068575	CD209	CD209 molecule
217906_at	1.82e-04	2.82e-05	11.0666143	KLHDC2	kelch domain containing 2
205551_at	1.82e-04	2.82e-05	11.0665635	SV2B	synaptic vesicle glycoprotein 2B
214929_s_at	1.82e-04	2.82e-05	11.066271	KIAA1109	KIAA1109
219834_at	1.82e-04	2.82e-05	11.0658109	CARF	calcium responsive transcription factor
214833_at	1.82e-04	2.82e-05	11.0650235	TMEM63A	transmembrane protein 63A
211964_at	1.82e-04	2.82e-05	11.0645569	COL4A2	collagen type IV alpha 2 chain
218556_at	1.82e-04	2.82e-05	11.0642896	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2
214930_at	1.82e-04	2.83e-05	11.0631735	SLITRK5	SLIT and NTRK like family member 5
217383_at	1.82e-04	2.83e-05	11.0620573	PGK1	phosphoglycerate kinase 1
208775_at	1.82e-04	2.83e-05	11.0617421	XPO1	exportin 1
211120_x_at	1.83e-04	2.83e-05	11.0601941	ESR2	estrogen receptor 2
207893_at	1.83e-04	2.83e-05	11.060164	SRY	sex determining region Y
209335_at	1.83e-04	2.84e-05	11.0592243	DCN	decorin
206039_at	1.83e-04	2.84e-05	11.0590993	RAB33A	RAB33A, member RAS oncogene family
211923_s_at	1.83e-04	2.84e-05	11.0570839	ZNF471	zinc finger protein 471
218678_at	1.83e-04	2.84e-05	11.0562596	NES	nestin
214538_x_at	1.83e-04	2.85e-05	11.0560777	RGS6	regulator of G-protein signaling 6
208608_s_at	1.83e-04	2.85e-05	11.0542894	SNTB1	syntrophin beta 1
201609_x_at	1.83e-04	2.85e-05	11.0540139	ICMT	isoprenylcysteine carboxyl methyltransferase
216257_at	1.83e-04	2.85e-05	11.0535717	SERPINB13	serpin family B member 13
207167_at	1.83e-04	2.86e-05	11.0517165	CD101	CD101 molecule
201244_s_at	1.84e-04	2.86e-05	11.0500038	RAF1	Raf-1 proto-oncogene, serine/threonine kinase
217978_s_at	1.84e-04	2.86e-05	11.0487689	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
206686_at	1.84e-04	2.87e-05	11.0480105	PDK1	pyruvate dehydrogenase kinase 1
211405_x_at	1.84e-04	2.87e-05	11.0466641	IFNA17	interferon alpha 17
206979_at	1.84e-04	2.87e-05	11.0454787	C8B	complement component 8, beta polypeptide
202733_at	1.84e-04	2.87e-05	11.0450373	LOC101927705///P4HA2	uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2
205034_at	1.84e-04	2.87e-05	11.0445113	CCNE2	cyclin E2
206679_at	1.84e-04	2.88e-05	11.0437976	APBA1	amyloid beta precursor protein binding family A member 1
216472_at	1.84e-04	2.88e-05	11.0437931		
206381_at	1.86e-04	2.90e-05	11.0356067	SCN2A	sodium voltage-gated channel alpha subunit 2
207243_s_at	1.86e-04	2.90e-05	11.034455	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
220867_s_at	1.86e-04	2.90e-05	11.0337651	SLC24A2	solute carrier family 24 member 2
207974_s_at	1.86e-04	2.90e-05	11.032941	SKP1	S-phase kinase-associated protein 1
207020_at	1.86e-04	2.91e-05	11.0322802	HSF2BP	heat shock transcription factor 2 binding protein
212843_at	1.86e-04	2.91e-05	11.0310041	NCAM1	neural cell adhesion molecule 1
214330_at	1.86e-04	2.91e-05	11.0303214	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
210131_x_at	1.86e-04	2.91e-05	11.0293478	SDHC	succinate dehydrogenase complex subunit C
200772_x_at	1.87e-04	2.92e-05	11.025896	LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA	prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha
217803_at	1.87e-04	2.92e-05	11.0257982	GOLPH3	golgi phosphoprotein 3
207197_at	1.87e-04	2.93e-05	11.0249397	ZIC3	Zic family member 3
38964_r_at	1.87e-04	2.93e-05	11.0244341	WAS	Wiskott-Aldrich syndrome
218281_at	1.87e-04	2.93e-05	11.0233144	MRPL48	mitochondrial ribosomal protein L48
221253_s_at	1.87e-04	2.93e-05	11.0223088	BLOC1S5-TXNDC5///TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate)///thioredoxin domain containing 5
220910_at	1.87e-04	2.94e-05	11.0213306	FRAS1	Fraser extracellular matrix complex subunit 1
207465_at	1.87e-04	2.94e-05	11.0208624	LOC100127886	uncharacterized LOC100127886
205515_at	1.87e-04	2.94e-05	11.0203267	PRSS12	protease, serine 12
216281_at	1.88e-04	2.94e-05	11.0183559	DICER1	dicer 1, ribonuclease III
202556_s_at	1.88e-04	2.94e-05	11.0183367	MCRS1	microspherule protein 1
215312_at	1.88e-04	2.94e-05	11.0178879		
208836_at	1.88e-04	2.95e-05	11.0140952	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
206044_s_at	1.88e-04	2.96e-05	11.0119694	KIAA1549///BRAF	KIAA1549///B-Raf proto-oncogene, serine/threonine kinase
219895_at	1.88e-04	2.96e-05	11.0118516	TMEM255A	transmembrane protein 255A
206297_at	1.88e-04	2.96e-05	11.0117018	CTRC	chymotrypsin C
221474_at	1.89e-04	2.97e-05	11.006901	MYL12B	myosin light chain 12B
202818_s_at	1.89e-04	2.98e-05	11.0060229	TCEB3	transcription elongation factor B subunit 3
208564_at	1.89e-04	2.98e-05	11.0058411	KCNA2	potassium voltage-gated channel subfamily A member 2
211995_x_at	1.90e-04	2.99e-05	11.0021627	ACTG1///ACTB	actin gamma 1///actin beta
216431_at	1.91e-04	3.00e-05	10.9974253		
212040_at	1.91e-04	3.00e-05	10.9959005	TGOLN2	trans-golgi network protein 2
336_at	1.91e-04	3.01e-05	10.9949989	TBXA2R	thromboxane A2 receptor
221770_at	1.91e-04	3.01e-05	10.9942164	RPE	ribulose-5-phosphate-3-epimerase
215302_at	1.91e-04	3.01e-05	10.9942154	LOC257152	uncharacterized LOC257152
213355_at	1.91e-04	3.01e-05	10.994167	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
207486_x_at	1.91e-04	3.01e-05	10.9928958	CHN2	chimerin 2
211188_at	1.91e-04	3.01e-05	10.9927293	CD84	CD84 molecule
211227_s_at	1.91e-04	3.01e-05	10.99174	PCDH11Y///PCDH11X	protocadherin 11 Y-linked///protocadherin 11 X-linked
201208_s_at	1.91e-04	3.02e-05	10.9910442	TNFAIP1	TNF alpha induced protein 1
200657_at	1.92e-04	3.03e-05	10.9872369	SLC25A5	solute carrier family 25 member 5
212967_x_at	1.92e-04	3.03e-05	10.9867797	NAP1L1	nucleosome assembly protein 1 like 1
215501_s_at	1.92e-04	3.04e-05	10.9837363	DUSP10	dual specificity phosphatase 10
210401_at	1.92e-04	3.04e-05	10.9830016	P2RX1	purinergic receptor P2X 1
219486_at	1.93e-04	3.04e-05	10.9809995	DUS2	dihydrouridine synthase 2
209069_s_at	1.93e-04	3.04e-05	10.9808081	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
209503_s_at	1.93e-04	3.05e-05	10.9790834	PSMC5	proteasome 26S subunit, ATPase 5
219789_at	1.93e-04	3.05e-05	10.9789511	NPR3	natriuretic peptide receptor 3
210965_x_at	1.93e-04	3.05e-05	10.9789114	CDK13	cyclin dependent kinase 13
220780_at	1.93e-04	3.05e-05	10.9779006	PLA2G3	phospholipase A2 group III
215512_at	1.93e-04	3.05e-05	10.9778834	MARCH6	membrane associated ring-CH-type finger 6
216554_s_at	1.93e-04	3.05e-05	10.9775423	ENO1	enolase 1
203300_x_at	1.93e-04	3.05e-05	10.977066	AP1S2	adaptor related protein complex 1 sigma 2 subunit
201149_s_at	1.93e-04	3.06e-05	10.9761721	TIMP3	TIMP metallopeptidase inhibitor 3
200839_s_at	1.93e-04	3.06e-05	10.9756379	CTSB	cathepsin B
210348_at	1.93e-04	3.06e-05	10.9751212	SEPT4	septin 4
200673_at	1.93e-04	3.06e-05	10.9750338	LAPTM4A	lysosomal protein transmembrane 4 alpha
207520_at	1.93e-04	3.06e-05	10.9744554	TROVE2	TROVE domain family member 2
219701_at	1.93e-04	3.07e-05	10.9726495	TMOD2	tropomodulin 2
200775_s_at	1.93e-04	3.07e-05	10.9717227	HNRNPK	heterogeneous nuclear ribonucleoprotein K
210626_at	1.94e-04	3.07e-05	10.9699297	AKAP1	A-kinase anchoring protein 1
216146_at	1.94e-04	3.08e-05	10.9673591		
215811_at	1.94e-04	3.08e-05	10.9669634		
221431_s_at	1.94e-04	3.08e-05	10.9669211	OR12D3	olfactory receptor family 12 subfamily D member 3
221154_at	1.94e-04	3.08e-05	10.9668669	TRIM49C///TRIM49	tripartite motif containing 49C///tripartite motif containing 49
201504_s_at	1.94e-04	3.08e-05	10.966012	TSN	translin
211452_x_at	1.94e-04	3.09e-05	10.9650605	LRRFIP1	LRR binding FLII interacting protein 1
219605_at	1.94e-04	3.09e-05	10.9649153	ZNF3	zinc finger protein 3
202151_s_at	1.94e-04	3.09e-05	10.9639908	UBAC1	UBA domain containing 1
217827_s_at	1.94e-04	3.09e-05	10.9638391	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)
221945_at	1.94e-04	3.09e-05	10.9632638	LOC101927826///FBXO41	uncharacterized LOC101927826///F-box protein 41
215499_at	1.94e-04	3.10e-05	10.9613757	LOC100996792///MAP2K3	dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
214032_at	1.94e-04	3.10e-05	10.9610881	ZAP70	zeta chain of T cell receptor associated protein kinase 70
201322_at	1.94e-04	3.10e-05	10.9610492	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide
221707_s_at	1.94e-04	3.10e-05	10.9606603	VPS53	VPS53, GARP complex subunit
217082_at	1.95e-04	3.10e-05	10.9592331		
219300_s_at	1.95e-04	3.11e-05	10.9579903	CNTNAP2	contactin associated protein-like 2
211050_x_at	1.95e-04	3.11e-05	10.9577502	LOC101929540///LOC101928670///LOC101928344///LOC100996442///LOC100288069///LOC100134822	uncharacterized LOC101929540///uncharacterized LOC101928670///uncharacterized LOC101928344///uncharacterized LOC100996442///uncharacterized LOC100288069///uncharacterized LOC100134822
218396_at	1.95e-04	3.11e-05	10.9576978	VPS13C	vacuolar protein sorting 13 homolog C
209334_s_at	1.95e-04	3.11e-05	10.9572649	PSMD9	proteasome 26S subunit, non-ATPase 9
210912_x_at	1.95e-04	3.11e-05	10.9569884	GSTM4	glutathione S-transferase mu 4
219723_x_at	1.95e-04	3.11e-05	10.9560999	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
206070_s_at	1.95e-04	3.12e-05	10.9542278	EPHA3	EPH receptor A3
208816_x_at	1.95e-04	3.12e-05	10.9539451	ANXA2P2	annexin A2 pseudogene 2
210267_at	1.96e-04	3.14e-05	10.9480404	NIPAL3	NIPA like domain containing 3
201706_s_at	1.96e-04	3.14e-05	10.9476032	PEX19	peroxisomal biogenesis factor 19
202886_s_at	1.97e-04	3.14e-05	10.944984	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
207687_at	1.97e-04	3.15e-05	10.9443903	INHBC	inhibin beta C subunit
203605_at	1.97e-04	3.15e-05	10.9442025	SRP54	signal recognition particle 54
218558_s_at	1.97e-04	3.15e-05	10.9442001	MRPL39	mitochondrial ribosomal protein L39
207016_s_at	1.97e-04	3.15e-05	10.9436198	LOC101928635///ALDH1A2	uncharacterized LOC101928635///aldehyde dehydrogenase 1 family member A2
